Category,BodyPart,Type of Muscle,Level,Title,Desc,Type,Equipment,Workout,Sets,Reps per Set,Rating,RatingDesc,Goal
Gym,Legs,Quadriceps,Beginner,Clean Deadlift,,Olympic Weightlifting,Barbell,Barbell squats,3-4,8-12,9.4,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Clean Deadlift,,Olympic Weightlifting,Barbell,Leg press,3-4,8-12,9.4,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Clean Deadlift,,Olympic Weightlifting,Barbell,Leg extensions,3-4,10-15,9.4,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Clean Deadlift,,Olympic Weightlifting,Barbell,Romanian deadlifts,3-4,8-12,9.4,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Clean Deadlift,,Olympic Weightlifting,Barbell,Leg curls,3-4,10-15,9.4,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Clean Deadlift,,Olympic Weightlifting,Barbell,Barbell hip thrusts,3-4,8-12,9.4,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Clean Deadlift,,Olympic Weightlifting,Barbell,Donkey kicks,3 sets of 10-15 reps per leg,10-15,9.4,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Clean Deadlift,,Olympic Weightlifting,Barbell,Standing calf raises,3 sets of 15-20 reps,15-20,9.4,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Clean Deadlift,,Olympic Weightlifting,Barbell,Seated calf raises,3 sets of 15-20 reps,15-21,9.4,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Sumo deadlift,"The sumo deadlift is a compound movement in which the feet are set in a wide stance with toes pointed out and grip is placed inside of the legs. It is allowed to be performed instead of conventional deadlifts in most powerlifting competitions. The sumo deadlift targets the hamstrings, glutes, and upper back/traps, but also has a greater emphasis on stretching and strengthening the adductor and hip muscles due to the wide stance.",Powerlifting,Barbell,Barbell squats,3-4,8-12,9.3,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Sumo deadlift,"The sumo deadlift is a compound movement in which the feet are set in a wide stance with toes pointed out and grip is placed inside of the legs. It is allowed to be performed instead of conventional deadlifts in most powerlifting competitions. The sumo deadlift targets the hamstrings, glutes, and upper back/traps, but also has a greater emphasis on stretching and strengthening the adductor and hip muscles due to the wide stance.",Powerlifting,Barbell,Leg press,3-4,8-12,9.3,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Sumo deadlift,"The sumo deadlift is a compound movement in which the feet are set in a wide stance with toes pointed out and grip is placed inside of the legs. It is allowed to be performed instead of conventional deadlifts in most powerlifting competitions. The sumo deadlift targets the hamstrings, glutes, and upper back/traps, but also has a greater emphasis on stretching and strengthening the adductor and hip muscles due to the wide stance.",Powerlifting,Barbell,Leg extensions,3-4,10-15,9.3,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Sumo deadlift,"The sumo deadlift is a compound movement in which the feet are set in a wide stance with toes pointed out and grip is placed inside of the legs. It is allowed to be performed instead of conventional deadlifts in most powerlifting competitions. The sumo deadlift targets the hamstrings, glutes, and upper back/traps, but also has a greater emphasis on stretching and strengthening the adductor and hip muscles due to the wide stance.",Powerlifting,Barbell,Romanian deadlifts,3-4,8-12,9.3,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Sumo deadlift,"The sumo deadlift is a compound movement in which the feet are set in a wide stance with toes pointed out and grip is placed inside of the legs. It is allowed to be performed instead of conventional deadlifts in most powerlifting competitions. The sumo deadlift targets the hamstrings, glutes, and upper back/traps, but also has a greater emphasis on stretching and strengthening the adductor and hip muscles due to the wide stance.",Powerlifting,Barbell,Leg curls,3-4,10-15,9.3,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Sumo deadlift,"The sumo deadlift is a compound movement in which the feet are set in a wide stance with toes pointed out and grip is placed inside of the legs. It is allowed to be performed instead of conventional deadlifts in most powerlifting competitions. The sumo deadlift targets the hamstrings, glutes, and upper back/traps, but also has a greater emphasis on stretching and strengthening the adductor and hip muscles due to the wide stance.",Powerlifting,Barbell,Barbell hip thrusts,3-4,8-12,9.3,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Sumo deadlift,"The sumo deadlift is a compound movement in which the feet are set in a wide stance with toes pointed out and grip is placed inside of the legs. It is allowed to be performed instead of conventional deadlifts in most powerlifting competitions. The sumo deadlift targets the hamstrings, glutes, and upper back/traps, but also has a greater emphasis on stretching and strengthening the adductor and hip muscles due to the wide stance.",Powerlifting,Barbell,Donkey kicks,3 sets of 10-15 reps per leg,10-15,9.3,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Sumo deadlift,"The sumo deadlift is a compound movement in which the feet are set in a wide stance with toes pointed out and grip is placed inside of the legs. It is allowed to be performed instead of conventional deadlifts in most powerlifting competitions. The sumo deadlift targets the hamstrings, glutes, and upper back/traps, but also has a greater emphasis on stretching and strengthening the adductor and hip muscles due to the wide stance.",Powerlifting,Barbell,Standing calf raises,3 sets of 15-20 reps,15-20,9.3,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Sumo deadlift,"The sumo deadlift is a compound movement in which the feet are set in a wide stance with toes pointed out and grip is placed inside of the legs. It is allowed to be performed instead of conventional deadlifts in most powerlifting competitions. The sumo deadlift targets the hamstrings, glutes, and upper back/traps, but also has a greater emphasis on stretching and strengthening the adductor and hip muscles due to the wide stance.",Powerlifting,Barbell,Seated calf raises,3 sets of 15-20 reps,15-21,9.3,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Romanian Deadlift from Deficit,,Olympic Weightlifting,Barbell,Barbell squats,3-4,8-12,9.2,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Romanian Deadlift from Deficit,,Olympic Weightlifting,Barbell,Leg press,3-4,8-12,9.2,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Romanian Deadlift from Deficit,,Olympic Weightlifting,Barbell,Leg extensions,3-4,10-15,9.2,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Romanian Deadlift from Deficit,,Olympic Weightlifting,Barbell,Romanian deadlifts,3-4,8-12,9.2,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Romanian Deadlift from Deficit,,Olympic Weightlifting,Barbell,Leg curls,3-4,10-15,9.2,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Romanian Deadlift from Deficit,,Olympic Weightlifting,Barbell,Barbell hip thrusts,3-4,8-12,9.2,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Romanian Deadlift from Deficit,,Olympic Weightlifting,Barbell,Donkey kicks,3 sets of 10-15 reps per leg,10-15,9.2,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Romanian Deadlift from Deficit,,Olympic Weightlifting,Barbell,Standing calf raises,3 sets of 15-20 reps,15-20,9.2,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Romanian Deadlift from Deficit,,Olympic Weightlifting,Barbell,Seated calf raises,3 sets of 15-20 reps,15-21,9.2,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Power Snatch,,Olympic Weightlifting,Barbell,Barbell squats,3-4,8-12,9.2,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Power Snatch,,Olympic Weightlifting,Barbell,Leg press,3-4,8-12,9.2,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Power Snatch,,Olympic Weightlifting,Barbell,Leg extensions,3-4,10-15,9.2,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Power Snatch,,Olympic Weightlifting,Barbell,Romanian deadlifts,3-4,8-12,9.2,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Power Snatch,,Olympic Weightlifting,Barbell,Leg curls,3-4,10-15,9.2,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Power Snatch,,Olympic Weightlifting,Barbell,Barbell hip thrusts,3-4,8-12,9.2,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Power Snatch,,Olympic Weightlifting,Barbell,Donkey kicks,3 sets of 10-15 reps per leg,10-15,9.2,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Power Snatch,,Olympic Weightlifting,Barbell,Standing calf raises,3 sets of 15-20 reps,15-20,9.2,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Power Snatch,,Olympic Weightlifting,Barbell,Seated calf raises,3 sets of 15-20 reps,15-21,9.2,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Power Clean from Blocks,,Olympic Weightlifting,Barbell,Barbell squats,3-4,8-12,9.2,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Power Clean from Blocks,,Olympic Weightlifting,Barbell,Leg press,3-4,8-12,9.2,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Power Clean from Blocks,,Olympic Weightlifting,Barbell,Leg extensions,3-4,10-15,9.2,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Power Clean from Blocks,,Olympic Weightlifting,Barbell,Romanian deadlifts,3-4,8-12,9.2,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Power Clean from Blocks,,Olympic Weightlifting,Barbell,Leg curls,3-4,10-15,9.2,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Power Clean from Blocks,,Olympic Weightlifting,Barbell,Barbell hip thrusts,3-4,8-12,9.2,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Power Clean from Blocks,,Olympic Weightlifting,Barbell,Donkey kicks,3 sets of 10-15 reps per leg,10-15,9.2,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Power Clean from Blocks,,Olympic Weightlifting,Barbell,Standing calf raises,3 sets of 15-20 reps,15-20,9.2,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Power Clean from Blocks,,Olympic Weightlifting,Barbell,Seated calf raises,3 sets of 15-20 reps,15-21,9.2,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Snatch Deadlift,,Olympic Weightlifting,Barbell,Barbell squats,3-4,8-12,8.9,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Snatch Deadlift,,Olympic Weightlifting,Barbell,Leg press,3-4,8-12,8.9,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Snatch Deadlift,,Olympic Weightlifting,Barbell,Leg extensions,3-4,10-15,8.9,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Snatch Deadlift,,Olympic Weightlifting,Barbell,Romanian deadlifts,3-4,8-12,8.9,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Snatch Deadlift,,Olympic Weightlifting,Barbell,Leg curls,3-4,10-15,8.9,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Snatch Deadlift,,Olympic Weightlifting,Barbell,Barbell hip thrusts,3-4,8-12,8.9,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Snatch Deadlift,,Olympic Weightlifting,Barbell,Donkey kicks,3 sets of 10-15 reps per leg,10-15,8.9,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Snatch Deadlift,,Olympic Weightlifting,Barbell,Standing calf raises,3 sets of 15-20 reps,15-20,8.9,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Snatch Deadlift,,Olympic Weightlifting,Barbell,Seated calf raises,3 sets of 15-20 reps,15-21,8.9,Average,Gain Muscle
Gym,Legs,Quadriceps,Intermediate,Power clean,"The power clean is a full-body movement in which the bar is pulled from the floor and caught in the front rack position in three pulls or phases. The bar is received in the ""power"" position, with the hips higher than a full-depth squat position. The power clean can be used as a component of the clean and press or clean and jerk, but is also a valuable lift to build explosive power and strength.",Strength,Barbell,Barbell squats,3-4,8-12,8.7,Average,Gain Muscle
Gym,Legs,Quadriceps,Intermediate,Power clean,"The power clean is a full-body movement in which the bar is pulled from the floor and caught in the front rack position in three pulls or phases. The bar is received in the ""power"" position, with the hips higher than a full-depth squat position. The power clean can be used as a component of the clean and press or clean and jerk, but is also a valuable lift to build explosive power and strength.",Strength,Barbell,Leg press,3-4,8-12,8.7,Average,Gain Muscle
Gym,Legs,Quadriceps,Intermediate,Power clean,"The power clean is a full-body movement in which the bar is pulled from the floor and caught in the front rack position in three pulls or phases. The bar is received in the ""power"" position, with the hips higher than a full-depth squat position. The power clean can be used as a component of the clean and press or clean and jerk, but is also a valuable lift to build explosive power and strength.",Strength,Barbell,Leg extensions,3-4,10-15,8.7,Average,Gain Muscle
Gym,Legs,Hamstrings,Intermediate,Power clean,"The power clean is a full-body movement in which the bar is pulled from the floor and caught in the front rack position in three pulls or phases. The bar is received in the ""power"" position, with the hips higher than a full-depth squat position. The power clean can be used as a component of the clean and press or clean and jerk, but is also a valuable lift to build explosive power and strength.",Strength,Barbell,Romanian deadlifts,3-4,8-12,8.7,Average,Gain Muscle
Gym,Legs,Hamstrings,Intermediate,Power clean,"The power clean is a full-body movement in which the bar is pulled from the floor and caught in the front rack position in three pulls or phases. The bar is received in the ""power"" position, with the hips higher than a full-depth squat position. The power clean can be used as a component of the clean and press or clean and jerk, but is also a valuable lift to build explosive power and strength.",Strength,Barbell,Leg curls,3-4,10-15,8.7,Average,Gain Muscle
Gym,Legs,Glutes,Intermediate,Power clean,"The power clean is a full-body movement in which the bar is pulled from the floor and caught in the front rack position in three pulls or phases. The bar is received in the ""power"" position, with the hips higher than a full-depth squat position. The power clean can be used as a component of the clean and press or clean and jerk, but is also a valuable lift to build explosive power and strength.",Strength,Barbell,Barbell hip thrusts,3-4,8-12,8.7,Average,Gain Muscle
Gym,Legs,Glutes,Intermediate,Power clean,"The power clean is a full-body movement in which the bar is pulled from the floor and caught in the front rack position in three pulls or phases. The bar is received in the ""power"" position, with the hips higher than a full-depth squat position. The power clean can be used as a component of the clean and press or clean and jerk, but is also a valuable lift to build explosive power and strength.",Strength,Barbell,Donkey kicks,3 sets of 10-15 reps per leg,10-15,8.7,Average,Gain Muscle
Gym,Legs,Calves,Intermediate,Power clean,"The power clean is a full-body movement in which the bar is pulled from the floor and caught in the front rack position in three pulls or phases. The bar is received in the ""power"" position, with the hips higher than a full-depth squat position. The power clean can be used as a component of the clean and press or clean and jerk, but is also a valuable lift to build explosive power and strength.",Strength,Barbell,Standing calf raises,3 sets of 15-20 reps,15-20,8.7,Average,Gain Muscle
Gym,Legs,Calves,Intermediate,Power clean,"The power clean is a full-body movement in which the bar is pulled from the floor and caught in the front rack position in three pulls or phases. The bar is received in the ""power"" position, with the hips higher than a full-depth squat position. The power clean can be used as a component of the clean and press or clean and jerk, but is also a valuable lift to build explosive power and strength.",Strength,Barbell,Seated calf raises,3 sets of 15-20 reps,15-21,8.7,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Hang Snatch,,Olympic Weightlifting,Barbell,Barbell squats,3-4,8-12,8.7,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Hang Snatch,,Olympic Weightlifting,Barbell,Leg press,3-4,8-12,8.7,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Hang Snatch,,Olympic Weightlifting,Barbell,Leg extensions,3-4,10-15,8.7,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Hang Snatch,,Olympic Weightlifting,Barbell,Romanian deadlifts,3-4,8-12,8.7,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Hang Snatch,,Olympic Weightlifting,Barbell,Leg curls,3-4,10-15,8.7,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Hang Snatch,,Olympic Weightlifting,Barbell,Barbell hip thrusts,3-4,8-12,8.7,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Hang Snatch,,Olympic Weightlifting,Barbell,Donkey kicks,3 sets of 10-15 reps per leg,10-15,8.7,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Hang Snatch,,Olympic Weightlifting,Barbell,Standing calf raises,3 sets of 15-20 reps,15-20,8.7,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Hang Snatch,,Olympic Weightlifting,Barbell,Seated calf raises,3 sets of 15-20 reps,15-21,8.7,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Wide Stance Stiff Legs,,Olympic Weightlifting,Barbell,Barbell squats,3-4,8-12,8.5,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Wide Stance Stiff Legs,,Olympic Weightlifting,Barbell,Leg press,3-4,8-12,8.5,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Wide Stance Stiff Legs,,Olympic Weightlifting,Barbell,Leg extensions,3-4,10-15,8.5,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Wide Stance Stiff Legs,,Olympic Weightlifting,Barbell,Romanian deadlifts,3-4,8-12,8.5,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Wide Stance Stiff Legs,,Olympic Weightlifting,Barbell,Leg curls,3-4,10-15,8.5,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Wide Stance Stiff Legs,,Olympic Weightlifting,Barbell,Barbell hip thrusts,3-4,8-12,8.5,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Wide Stance Stiff Legs,,Olympic Weightlifting,Barbell,Donkey kicks,3 sets of 10-15 reps per leg,10-15,8.5,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Wide Stance Stiff Legs,,Olympic Weightlifting,Barbell,Standing calf raises,3 sets of 15-20 reps,15-20,8.5,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Wide Stance Stiff Legs,,Olympic Weightlifting,Barbell,Seated calf raises,3 sets of 15-20 reps,15-21,8.5,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Clean,,Olympic Weightlifting,Barbell,Barbell squats,3-4,8-12,8.5,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Clean,,Olympic Weightlifting,Barbell,Leg press,3-4,8-12,8.5,Average,Gain Muscle
Gym,Legs,Quadriceps,Beginner,Clean,,Olympic Weightlifting,Barbell,Leg extensions,3-4,10-15,8.5,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Clean,,Olympic Weightlifting,Barbell,Romanian deadlifts,3-4,8-12,8.5,Average,Gain Muscle
Gym,Legs,Hamstrings,Beginner,Clean,,Olympic Weightlifting,Barbell,Leg curls,3-4,10-15,8.5,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Clean,,Olympic Weightlifting,Barbell,Barbell hip thrusts,3-4,8-12,8.5,Average,Gain Muscle
Gym,Legs,Glutes,Beginner,Clean,,Olympic Weightlifting,Barbell,Donkey kicks,3 sets of 10-15 reps per leg,10-15,8.5,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Clean,,Olympic Weightlifting,Barbell,Standing calf raises,3 sets of 15-20 reps,15-20,8.5,Average,Gain Muscle
Gym,Legs,Calves,Beginner,Clean,,Olympic Weightlifting,Barbell,Seated calf raises,3 sets of 15-20 reps,15-21,8.5,Average,Gain Muscle
Gym,Legs,Quadriceps,Intermediate,Good Morning,"The barbell good morning is an exercise that targets glute, hamstring, and lower back development. It is often trained as an accessory movement to the deadlift, but also has value on its own. It is sometimes performed for reps in traditional strength-focused rep ranges such as 5-8 reps per set, but due to the risk posed to the lower back, is rarely treated as a max-effort single-rep lift.",Powerlifting,Barbell,Barbell squats,3-4,8-12,8.5,Average,Gain Muscle
Gym,Legs,Quadriceps,Intermediate,Good Morning,"The barbell good morning is an exercise that targets glute, hamstring, and lower back development. It is often trained as an accessory movement to the deadlift, but also has value on its own. It is sometimes performed for reps in traditional strength-focused rep ranges such as 5-8 reps per set, but due to the risk posed to the lower back, is rarely treated as a max-effort single-rep lift.",Powerlifting,Barbell,Leg press,3-4,8-12,8.5,Average,Gain Muscle
Gym,Legs,Quadriceps,Intermediate,Good Morning,"The barbell good morning is an exercise that targets glute, hamstring, and lower back development. It is often trained as an accessory movement to the deadlift, but also has value on its own. It is sometimes performed for reps in traditional strength-focused rep ranges such as 5-8 reps per set, but due to the risk posed to the lower back, is rarely treated as a max-effort single-rep lift.",Powerlifting,Barbell,Leg extensions,3-4,10-15,8.5,Average,Gain Muscle
Gym,Legs,Hamstrings,Intermediate,Good Morning,"The barbell good morning is an exercise that targets glute, hamstring, and lower back development. It is often trained as an accessory movement to the deadlift, but also has value on its own. It is sometimes performed for reps in traditional strength-focused rep ranges such as 5-8 reps per set, but due to the risk posed to the lower back, is rarely treated as a max-effort single-rep lift.",Powerlifting,Barbell,Romanian deadlifts,3-4,8-12,8.5,Average,Gain Muscle
Gym,Legs,Hamstrings,Intermediate,Good Morning,"The barbell good morning is an exercise that targets glute, hamstring, and lower back development. It is often trained as an accessory movement to the deadlift, but also has value on its own. It is sometimes performed for reps in traditional strength-focused rep ranges such as 5-8 reps per set, but due to the risk posed to the lower back, is rarely treated as a max-effort single-rep lift.",Powerlifting,Barbell,Leg curls,3-4,10-15,8.5,Average,Gain Muscle
Gym,Legs,Glutes,Intermediate,Good Morning,"The barbell good morning is an exercise that targets glute, hamstring, and lower back development. It is often trained as an accessory movement to the deadlift, but also has value on its own. It is sometimes performed for reps in traditional strength-focused rep ranges such as 5-8 reps per set, but due to the risk posed to the lower back, is rarely treated as a max-effort single-rep lift.",Powerlifting,Barbell,Barbell hip thrusts,3-4,8-12,8.5,Average,Gain Muscle
Gym,Legs,Glutes,Intermediate,Good Morning,"The barbell good morning is an exercise that targets glute, hamstring, and lower back development. It is often trained as an accessory movement to the deadlift, but also has value on its own. It is sometimes performed for reps in traditional strength-focused rep ranges such as 5-8 reps per set, but due to the risk posed to the lower back, is rarely treated as a max-effort single-rep lift.",Powerlifting,Barbell,Donkey kicks,3 sets of 10-15 reps per leg,10-15,8.5,Average,Gain Muscle
Gym,Legs,Calves,Intermediate,Good Morning,"The barbell good morning is an exercise that targets glute, hamstring, and lower back development. It is often trained as an accessory movement to the deadlift, but also has value on its own. It is sometimes performed for reps in traditional strength-focused rep ranges such as 5-8 reps per set, but due to the risk posed to the lower back, is rarely treated as a max-effort single-rep lift.",Powerlifting,Barbell,Standing calf raises,3 sets of 15-20 reps,15-20,8.5,Average,Gain Muscle
Gym,Legs,Calves,Intermediate,Good Morning,"The barbell good morning is an exercise that targets glute, hamstring, and lower back development. It is often trained as an accessory movement to the deadlift, but also has value on its own. It is sometimes performed for reps in traditional strength-focused rep ranges such as 5-8 reps per set, but due to the risk posed to the lower back, is rarely treated as a max-effort single-rep lift.",Powerlifting,Barbell,Seated calf raises,3 sets of 15-20 reps,15-21,8.5,Average,Gain Muscle
Gym,Legs,Quadriceps,Intermediate,Barbell stiff-legged deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Barbell,Barbell squats,3-4,8-12,8.3,Average,Gain Muscle
Gym,Legs,Quadriceps,Intermediate,Barbell stiff-legged deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Barbell,Leg press,3-4,8-12,8.3,Average,Gain Muscle
Gym,Legs,Quadriceps,Intermediate,Barbell stiff-legged deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Barbell,Leg extensions,3-4,10-15,8.3,Average,Gain Muscle
Gym,Legs,Hamstrings,Intermediate,Barbell stiff-legged deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Barbell,Romanian deadlifts,3-4,8-12,8.3,Average,Gain Muscle
Gym,Legs,Hamstrings,Intermediate,Barbell stiff-legged deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Barbell,Leg curls,3-4,10-15,8.3,Average,Gain Muscle
Gym,Legs,Glutes,Intermediate,Barbell stiff-legged deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Barbell,Barbell hip thrusts,3-4,8-12,8.3,Average,Gain Muscle
Gym,Legs,Glutes,Intermediate,Barbell stiff-legged deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Barbell,Donkey kicks,3 sets of 10-15 reps per leg,10-15,8.3,Average,Gain Muscle
Gym,Legs,Calves,Intermediate,Barbell stiff-legged deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Barbell,Standing calf raises,3 sets of 15-20 reps,15-20,8.3,Average,Gain Muscle
Gym,Legs,Calves,Intermediate,Barbell stiff-legged deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Barbell,Seated calf raises,3 sets of 15-20 reps,15-21,8.3,Average,Gain Muscle
Gym,Legs,Quadriceps,Intermediate,Romanian Deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Barbell,Barbell squats,3-4,8-12,8.1,Average,Gain Muscle
Gym,Legs,Quadriceps,Intermediate,Romanian Deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Barbell,Leg press,3-4,8-12,8.1,Average,Gain Muscle
Gym,Legs,Quadriceps,Intermediate,Romanian Deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Barbell,Leg extensions,3-4,10-15,8.1,Average,Gain Muscle
Gym,Legs,Hamstrings,Intermediate,Romanian Deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Barbell,Romanian deadlifts,3-4,8-12,8.1,Average,Gain Muscle
Gym,Legs,Hamstrings,Intermediate,Romanian Deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Barbell,Leg curls,3-4,10-15,8.1,Average,Gain Muscle
Gym,Legs,Glutes,Intermediate,Romanian Deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Barbell,Barbell hip thrusts,3-4,8-12,8.1,Average,Gain Muscle
Gym,Legs,Glutes,Intermediate,Romanian Deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Barbell,Donkey kicks,3 sets of 10-15 reps per leg,10-15,8.1,Average,Gain Muscle
Gym,Legs,Calves,Intermediate,Romanian Deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Barbell,Standing calf raises,3 sets of 15-20 reps,15-20,8.1,Average,Gain Muscle
Gym,Legs,Calves,Intermediate,Romanian Deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Barbell,Seated calf raises,3 sets of 15-20 reps,15-21,8.1,Average,Gain Muscle
